CODE,DISPLAY,COUNT,PERCENTAGE_OF_CLAIMS,,CLAIM_COUNT,TYPE,PERCENTAGE_OF_CLAIMS
10000300199609,ALSAFA MEDICALGENERAl COMPLEX,60959,0.06%,,,,
10000300102165,Ram Clinics Complex for Dental and Orthodontics in Dammam,60782,0.06%,,,,
10000300228952,ALRAZI YANBU MEDICAL COMPLEX,60475,0.06%,,,,
10000300096839,HEALTH GULF POLYCLINIC - TABUK,60170,0.06%,,,,
10000300189147,Emergency medical care company,59957,0.06%,,,,
10000300196993,Magrabi,59941,0.06%,,,,
10000300165352,quality medical complex,59553,0.06%,,,,
10000300101068,AlQUDS POLYCINIC,59124,0.05%,,,,
10000300078720,Lotus Medical Complex,59121,0.05%,,,,
10000300060967,Alflaiw Clinic,58747,0.05%,,,,
10000300032180,AlFereh Hospital,58677,0.05%,,,,
10000300098793,ANAK GENERAL MEDICAL,58489,0.05%,,,,
10000300152970,Pharmacy Nahdi FiveSeven,58485,0.05%,,,,
10000300194949,Al Emeis Medical Hospital,58314,0.05%,,,,
10000300202007,Amass Poly Clinic Complex,57997,0.05%,,,,
10000300063532,AL HADI MEDICAL CLINIC,57971,0.05%,,,,
10000000002965,Dammam Medical Complex,57750,0.05%,,,,
10000300112594,JAMEEL KHATTAB CLINIC,57482,0.05%,,,,
10000300034525,FAJAR AL DAMMAM PHARMACY COMPANY NO TWO,57369,0.05%,,,,
10000300133699,ABUZINADAH HOSPITAL,57222,0.05%,,,,
10000300199351,Dawna Medical Polyclinic 1,57125,0.05%,,,,
10000300134218,SPECIALIZED POLY CLINIC COMPLEX,56913,0.05%,,,,
10000300198627,Aya Specialist Medical Hospital,56893,0.05%,,,,
10000300031497,ALJAFEL INTERNATIONAL HOSPITAL,56603,0.05%,,,,
10000300151717,ALKAMAL MEDICAL CLINIC COMPLEX,56253,0.05%,,,,
10000300198882,How Medical Clinic Complex Company,55900,0.05%,,,,
10000300112966,salamaty polyclinic,55870,0.05%,,,,
10000300320742,My Clinic International Medical Complex Company Riyadh,55663,0.05%,,,,
10000300230396,Pharmacy Nahdi Two Eight  Two,55648,0.05%,,,,
10000300297429,Dar Afia Hospital,55573,0.05%,,,,
10000300201967,ABOZAID POLYCLINIC,55532,0.05%,,,,
10000300256631,AL-Diriaya polyclinic ,55333,0.05%,,,,
10000300135181,ALNAHDAH GENERAL HOSPITAL,54858,0.05%,,,,
10000300168042,Tadawi Medical Complex,54849,0.05%,,,,
10000300154687,AJIAL MEDICAL COMPLEX- RIYADH -,54817,0.05%,,,,
10000300066758,Sami Alsubhi Medical Clinics Company,54788,0.05%,,,,
10000300090949,AL KHANANI CLINIC - ARAR,54688,0.05%,,,,
10000000082402,Branch of the Middle East Healthcare Company (Beverly Clinics),54605,0.05%,,,,
10000300110408,Abdul Latif Jameel hospital,54498,0.05%,,,,
10000300149422,IBN SINA PHARMACY,54121,0.05%,,,,
10000000076966,Clinics complex Al-Abeer International Medical Company 3 - Manfuha / Riyadh,54017,0.05%,,,,
10000300032099,Pharmacy Nahdi  Three Seven,53817,0.05%,,,,
10000300262928,BMC,53721,0.05%,,,,
10000300203690,Health and Safety Medical Center,53194,0.05%,,,,
10000300097902,Ram Yanbu,53177,0.05%,,,,
10000300074562,Saba Clinic1,53103,0.05%,,,,
10000300203013,ADWA ISHBILIYA COMPLEX - RIYADH,53020,0.05%,,,,
10000300196191,atba alasr general,53011,0.05%,,,,
10000300331673,Al Abeer Medical Hospital Company Limited,52872,0.05%,,,,
10000300199518,Makkah Medical Clinic,52536,0.05%,,,,
10000300187752,alosrah alshamil shobaa,51979,0.05%,,,,
10000300271853,Manar alhago medical pharmacy,51589,0.05%,,,,
10000300232061,Pharmacy  Nahdi  Nine Zero,51363,0.05%,,,,
10000300303367,Al Wattan Medical Complex 4,51180,0.05%,,,,
10000300095138,Tadawi  Medical  Complex,50966,0.05%,,,,
10000300174305,dawaa alsalamah,50460,0.05%,,,,
10000300300819,alsalam medical complex Ltd,50442,0.05%,,,,
10000300097407,MAROOM MEDICAL CENTER,50135,0.05%,,,,
10000300164223,badruddin polyclinic,49763,0.05%,,,,
10000300044318,MADICAL PROGRESS TOWER COMPLEX,49455,0.05%,,,,
10000300085840,S CD,49448,0.05%,,,,
10000300095476,AL SHARQ POLY CLINIC,49419,0.05%,,,,
10000300123823,Al Noor New General Medical Complex,49264,0.05%,,,,
10000300262860,Pharmacy Nahdi   Four Two,48940,0.05%,,,,
10000300285820,Pharmacy  Nahdi Six  Zero,48863,0.05%,,,,
10000300118807,AlDosary Medical Group,48727,0.05%,,,,
10000300037494,Alharamain Medical Complex,48630,0.04%,,,,
10000300225628,DR NOOR MOHAMMED KHAN MEDICAL CENTER,48377,0.04%,,,,
10000300099288,alyarmok polyclinic medical,48110,0.04%,,,,
10000300183694,Al-Nomais Polyclinic Medical-Branch Hmouma Holding Co,48054,0.04%,,,,
10000300201603,Aljanaah Medical Center,47954,0.04%,,,,
10000300125273,SALAMAT MEDICAL CENTER ONE,47943,0.04%,,,,
10000300032776,family,47677,0.04%,,,,
10000300186606,Modern Medical Center,47414,0.04%,,,,
10000300223193,Czech Rehabiliation Center,47371,0.04%,,,,
10000300118690,al maseef polyclinic,47347,0.04%,,,,
10000300169644,Consulting Clinics Company,47188,0.04%,,,,
10000300100037,AL HARAMAIN COMPLEX,46848,0.04%,,,,
10000300184239,ALHARAMAIN,46846,0.04%,,,,
10000300200514,ALSALAMAH AND ALHAYAH GENERAL MEDICAL COMPOUND,46760,0.04%,,,,
10000300271309,AlNahda Medical Complex Company,46596,0.04%,,,,
10000300257324,Smart Basket Medicines Co,46214,0.04%,,,,
10000300165519,Al Farabi Dental and Orthodontic Complex,46205,0.04%,,,,
10000300317011,Pharmacy Nahdi Four Two Zero,46009,0.04%,,,,
10000300148374,tala clinics,45697,0.04%,,,,
10000300263363,Pharmacy Nahdi  Two Two,45640,0.04%,,,,
10000300244124,Kafaat General Medical Complex,45553,0.04%,,,,
10000300057666,Salamatak Medical Company,45079,0.04%,,,,
10000300103049,MODERN MEDICAL CLINIC COMPLEX,45025,0.04%,,,,
10000300117957,CMAI COMPLX,45018,0.04%,,,,
10000300250576,Dr Awwad albishri hospital,44880,0.04%,,,,
10000300149570,ALKahhal Optical Shop,44798,0.04%,,,,
10000300251640,AlAwali Polyclinics Complex,44666,0.04%,,,,
10000300047501,al ausrah,44647,0.04%,,,,
10000300079900,ALHAMAD MEDICAL CENTER,44604,0.04%,,,,
10000300134275,SHIFA ALRASS,44394,0.04%,,,,
10000000047694,Saudi Red Crescent Riyadh Branch,44298,0.04%,,,,
10000000001882,Qatif Central Hospital,44275,0.04%,,,,
10000300088083,healthy international medical company,44157,0.04%,,,,
10000300116132,Alfaiha medical center,44155,0.04%,,,,
10000300033709,Sama AlSaed General Medical Complex,44146,0.04%,,,,
10000300297643,ALMANAR UNITED MEDICAL COMPANY IS A ONE PERSON,44112,0.04%,,,,
10000300215769,SAMRIA MEDICAL COMPLEX,43859,0.04%,,,,
10000300229968,LIFE CARE MEDICAL CENTER,43647,0.04%,,,,
10000300162136,Ram AlAhsa Medical Company,43444,0.04%,,,,
10000300172408,ALHUSAM MEDICAL COMPLEX,42908,0.04%,,,,
10000000001174,king saud medical city,42816,0.04%,,,,
10000300311147,Kadesiah Medical Center,42329,0.04%,,,,
10000300248034,Saudi German Hospital branch of the Middle East Healthcare Companyy,42189,0.04%,,,,
10000300202767,Ram Khobar one Clinics,42134,0.04%,,,,
10000300048053,Manar Al-sihha Polyclinic/bqiaq,41994,0.04%,,,,
10000300038609,ANDALUSIA DENTAL CENTER,41770,0.04%,,,,
10000300285614,Merbaa Medical Company Center,41763,0.04%,,,,
10000300198601,AL FARES MEDICAL POLYCLINIC - RIYADH,41733,0.04%,,,,
10000300061452,Saba Clinic 7,41721,0.04%,,,,
10000000084754,Magrabi Specialized Medical Center Complex,41668,0.04%,,,,
10000300273743,Weqayah Medical Center,41629,0.04%,,,,
10000300142294,D N P,41611,0.04%,,,,
10000300103072,Attadawe Medical,41542,0.04%,,,,
10000300255765,one thousand one hundred forty two,41527,0.04%,,,,
10000300199245,IBN SINA POLYCLINIC,41501,0.04%,,,,
10000300112636,Blue Maidan Medical Complex,41177,0.04%,,,,
10000300121348,Futurelab company,41116,0.04%,,,,
10000300112123,AL THEMAL MEDICAL CENTER,40910,0.04%,,,,
10000300202676,Al Nahdi Medical Company,40651,0.04%,,,,
10000300053848,MYCARE MEDICAL POLYCLINIC BR,40430,0.04%,,,,
10000300248695,meshaal medical complex,40251,0.04%,,,,
10000300105507,AL ANDALUS POLYCLINIC,39964,0.04%,,,,
10000300262209,najd alwtnu altabu,39946,0.04%,,,,
10000300053707,Al Dawaa Pharmacy eight hundred ninety five,39875,0.04%,,,,
10000300216056,Pharmacy Nahdi Two  Zero,39567,0.04%,,,,
10000300038666,Al Saraya rukn Complex,39548,0.04%,,,,
10000300302328,Almoosa Rehabilitation hospital,39476,0.04%,,,,
10000300156492,Pharmacy Nahdi One Three Seven,39421,0.04%,,,,
10000300204003,united polyclinic,38921,0.04%,,,,
10000300204524,TURKI MEDICAL POLYCLINIC - TAIF,38669,0.04%,,,,
10000300286455,Pharmacy Nahdi Five  Nine,38450,0.04%,,,,
10000000046860,Jalmouda Family medicine part Of Royal Commission In Jubail Industrial,38268,0.04%,,,,
10000300039243,ALMAHAOPTICAL NASSEM MAIN,38259,0.04%,,,,
10000300223482,Alhabib polyclinic,38093,0.04%,,,,
10000300100474,Rashid Medical Complex n,38023,0.04%,,,,
10000300134143,AL SAEDY POLYCLINIC - AL JAMOUM,38017,0.04%,,,,
10000300098637,senymar polyclinic,37785,0.03%,,,,
10000300119938,ainy ainak optical,37653,0.03%,,,,
10000300053178,Safa Makkah Medical Complex,37581,0.03%,,,,
10000300079512,SAFA AL BAWADI MEDICAL COMPLEX,37532,0.03%,,,,
10000300044524,NAHJ ALERTIFAA,37392,0.03%,,,,
10000300203476,AL QADI POLYCLINIC - NAJRAN,37217,0.03%,,,,
10000300196498,FAJAR AL DAMMAM MEDICAL COMPLEX,36976,0.03%,,,,
10000300052246,BINRUSHD MEDICAL,36838,0.03%,,,,
10000300064738,ali khamaj polyclinic,36697,0.03%,,,,
10000300272554,Rawafed Medical Complex,36679,0.03%,,,,
10000000001664,Prince Mohammed Bin Abdul Aziz Hospital - Al Madinah,36601,0.03%,,,,
10000300134986,Saba Clinic 3,36560,0.03%,,,,
10000300094651,Miral Dental Complex,36426,0.03%,,,,
10000300204391,Magrabi Hospital and Centers Company,36390,0.03%,,,,
10000300081419,Pharmacy Nahdi    Seven  Seven,36358,0.03%,,,,
10000000051886,Magrabi Specialized Medical Complex - Rayyan - Eastern Ring Road,36124,0.03%,,,,
10000300200092,ENAYAT ULHAWRAH POLYCLINIC,35969,0.03%,,,,
10000300305768,DUBA MEDICAL CARE COMPANY,35965,0.03%,,,,
10000300064555,DAR ALDAKHAEEL MEDICAL COMPLEX,35859,0.03%,,,,
10000300304878,Magrabi Dammam Hospital,35839,0.03%,,,,
10000300296504,Nahdi PharmacyNumber three,35776,0.03%,,,,
10000300092101,Technology Alshifa Medical Company,35620,0.03%,,,,
10000300035498,Inaya Sanabil Polinic++,35510,0.03%,,,,
10000300045695,albadr group medical developer andÂ Workers screening,35097,0.03%,,,,
10000300061726,Abeer Supreme Medical Center,35086,0.03%,,,,
10000300222500,Dar AlHekma Medical Complex Company,35067,0.03%,,,,
10000300236906,High Care Company Medical  Center Two,34970,0.03%,,,,
10000300036843,abaalkhail medical complex,34913,0.03%,,,,
10000300136874,Muhammad Ahmad Asheri Medical Complex,34875,0.03%,,,,
10000300158878,Alamin Medical Clinic,34597,0.03%,,,,
10000300169834,Mayyara General Medical Complex,34461,0.03%,,,,
10000300125877,future care center,34302,0.03%,,,,
10000300141742,almodawat specialized medical hospital,34298,0.03%,,,,
10000300202536,Warood Medical Center,34287,0.03%,,,,
10000000002289,Al Jaber OPH And Ent,34250,0.03%,,,,
10000300202791,SARH ALTAWFEEQ POLYCLINIC,34152,0.03%,,,,
10000300120456,Shifa AlDarb,34098,0.03%,,,,
10000300091103,AlFarabi Dental Clinics Complex,34037,0.03%,,,,
10000300060173,Al Badr   medical developer,33923,0.03%,,,,
10000300059662,ALSHEFA MEDICAL POLYCLINIC,33493,0.03%,,,,
10000300136486,Pharmacy Nahdi Three Nine Eight,32769,0.03%,,,,
10000300135314,ain alhayath medical center,32595,0.03%,,,,
10000300062518,altaawin medicalo clinic third,32535,0.03%,,,,
10000300211248,AlFarabi Dental and Orthodontic Complex,32424,0.03%,,,,
10000300138755,Namar Medical Complex,32195,0.03%,,,,
10000000002016,"King Fahad Specialist Hospital, Dammam ",32097,0.03%,,,,
10000300200902,WATANAK POLYCLINIC,31889,0.03%,,,,
10000300188164,ibn sina medicaal complex,31882,0.03%,,,,
10000300193099,almotakhasis,31787,0.03%,,,,
10000300131073,Dar Tala Medical Complex,31701,0.03%,,,,
10000300136239,Star Smiles Company Limited,31659,0.03%,,,,
10000300079603,ALFarabi Dental and Orthodontic Complex-ANAK,31596,0.03%,,,,
10000300139670,AL AJAJ COMPLEX - AL QURAIAT,31554,0.03%,,,,
10000300051743,AlBarakah General Medical Complex,31400,0.03%,,,,
10000300244991,The Eye Consultants    AlSalamah district,31239,0.03%,,,,
10000300197439,We Care Medical Hospital,31206,0.03%,,,,
10000300054044,Al Thowaini Medical Center,31197,0.03%,,,,
10000000000805,East Jeddah Hospital,31181,0.03%,,,,
10000300064696,Al Sulayyil National,31025,0.03%,,,,
10000000002872,Imam Abdul Rahman Al-Faisal Hospital in Dammam - Ministry of National Guard,30883,0.03%,,,,
10000300039763,Ozone Dental and Dermatology Complex,30712,0.03%,,,,
10000300071584,ALSiteen Doctors Geneal Medical Company,30654,0.03%,,,,
10000300143094,KKMC,30492,0.03%,,,,
10000300198916,ELIA CLINIC,30430,0.03%,,,,
10000000001811,King Fahad Medical City,30412,0.03%,,,,
10000300213657,Altibbi Resource Communication Company single person company,30253,0.03%,,,,
10000300180492,Uranus Dental Center,30206,0.03%,,,,
10000300034715,ALAHLI HOSPITAL,30170,0.03%,,,,
10000300043807,RIYADH MEDICAL CLINIC COMPLEX,30080,0.03%,,,,
10000300099205,Buqshan Hospital,30016,0.03%,,,,
10000300270608,Albassam Medical Center,29936,0.03%,,,,
10000300095930,Five Season Optical Abu Bakr Alsiddiq,29705,0.03%,,,,
10000000029221,King Abdullah bin Abdulaziz University Hospital,29662,0.03%,,,,
10000300147525,AL DAN MEDICAL COMPLEX,29602,0.03%,,,,
10000300111349,Pharmacy Nahdi Three Seven Three,29545,0.03%,,,,
10000300084009,daralsalampolyclinic,29473,0.03%,,,,
10000300058706,alqimmah polyclinic,29469,0.03%,,,,
10000000050664,Magrabi clinic complex in Khobar,29468,0.03%,,,,
10000300061890,almansur medical complex,29303,0.03%,,,,
10000300176102,MISHAL MEDICAL COMPLEX,29198,0.03%,,,,
10000300094107,ALNAZEEM NATIONAL POLYCLINIC,29143,0.03%,,,,
10000300118047,Al dawaa Pharmacy nine hundred and seventy five,29121,0.03%,,,,
10000300082805,Magrabi Dental Complex,28972,0.03%,,,,
10000300292347,SUNCITY POLYCLINIC CO. LTD.-RIYADH,28952,0.03%,,,,
10000300195375,AlNomais Medical Group hamomah company branch abha mowzfeen district,28852,0.03%,,,,
10000300194576,Pharmacy Nahdi Three Nine  Three,28786,0.03%,,,,
10000300139332,ALNOUR MEDICAL COMPLEX,28750,0.03%,,,,
10000300274550,BR. SHIFA JEDDAH POLYCLINIC - AL KHOMRA,28733,0.03%,,,,
10000300156989,ANSARI OPTICAL,28704,0.03%,,,,
10000300183793,Hamed,28535,0.03%,,,,
10000300154257,mawed,28520,0.03%,,,,
10000300106968,GULF FAMILY MEDICAL CENTER,28520,0.03%,,,,
10000300195888,alarkan polyclinic alnomais,28480,0.03%,,,,
10000300312905,Company ALMARAKIZ ALOULIA For medical care - Buraidah,28217,0.03%,,,,
10000300056841,alosrah alshamil medical,28213,0.03%,,,,
10000300084330,alnwaama clinic,28208,0.03%,,,,
10000300170444,alhamra hos,28190,0.03%,,,,
10000300139431,Doctor Complex Zaher Gadeeb Alban,28131,0.03%,,,,
10000300080858,Bluedeem,28033,0.03%,,,,
10000300070487,ALOKHDOUD CLINIC CENTER COMPLEX,27980,0.03%,,,,
10000300088240,Ram Clinics Bohairah,27963,0.03%,,,,
10000300157730,RAYAN ALSHARQ GENERAL MEDICAL COMPLEX,27716,0.03%,,,,
10000300135496,AL-HAKIM POLYCLINIC,27567,0.03%,,,,
10000300159611,Clinic nine Medical Center,27553,0.03%,,,,
10000300102207,CRC,27541,0.03%,,,,
10000300049788,dar altdawi,27460,0.03%,,,,
10000000088425,"Magrabi eye clinic complex, Aziziyah",27438,0.03%,,,,
10000000000917,King Khaled Eye Specialist Hospital,27391,0.03%,,,,
10000300204821,alhayat clinics,27269,0.03%,,,,
10000300204201,Al Anwar Medical Hospital,27227,0.03%,,,,
10000300252994,European Medical Center,26981,0.02%,,,,
10000300203633,Sarh medical care complex,26940,0.02%,,,,
10000300066568,Alamin Polyclinic,26880,0.02%,,,,
10000300094362,DAR ALTAAFI CLINIC CENTER,26864,0.02%,,,,
10000300177910,ALAMAL MEDICAL POLYCLINIC,26806,0.02%,,,,
10000300141957,AL AMAL SUMMIT COMPLEX,26799,0.02%,,,,
10000300175625,ALENJAZ MEDICAL CENTER,26795,0.02%,,,,
10000000056778,"Dr. Ghassan Najeeb Pharaoh Hospital, Ghassan Hospital Company Branch",26432,0.02%,,,,
10000300106331,Magrabi Medical Eye Complex,26388,0.02%,,,,
10000300230552,Global Medical Complex,26348,0.02%,,,,
10000300057658,alandalus medical complex,26079,0.02%,,,,
10000300099734,WAMC1,26056,0.02%,,,,
10000300149620,TADAWEE ALRIYADH,25652,0.02%,,,,
10000300274238,Almahalla pulse medical center,25588,0.02%,,,,
10000300325816,My Clinic International MedicalÂ  PetroRabigh branch,25581,0.02%,,,,
10000300181870,Al Hayat Polyclinic Complex,25476,0.02%,,,,
10000300168513,Andalusia family wellness,25425,0.02%,,,,
10000300175336,Health House Pharmacy Sixty One,25367,0.02%,,,,
10000300090576,duralslam Medical Complex,25341,0.02%,,,,
10000300089974,Ram Alhssa 1,25178,0.02%,,,,
10000300204581,ERAM POLYCLINIC,25103,0.02%,,,,
10000300171525,Pharmacy Nahdi One Four Two,25063,0.02%,,,,
10000300181797,medical reference clinic,24997,0.02%,,,,
10000300256029,Dr Talal Qutib Medical Center,24985,0.02%,,,,
10000300227053,ABA AL KHEL MEDICAL COMPLEX - AL DAWADMI,24834,0.02%,,,,
10000300155619,FAMILY SMILE MEDICAL COMPLEX,24831,0.02%,,,,
10000300203195,MMC,24754,0.02%,,,,
10000300041702,Dr Amjad Al Hokail Academy Clinics Complex Company Dammam,24750,0.02%,,,,
10000300228572,TABIBI MEDICAL COMPLEX,24654,0.02%,,,,
10000300143292,ALSAEDY HOSPITAL,24553,0.02%,,,,
10000300086160,Sanad Al Jazeera Medical Complex,24541,0.02%,,,,
10000300031927,Magrabi Center,24507,0.02%,,,,
10000300103684,Al Bashwari,24501,0.02%,,,,
10000300255062,Pharmacy Nahdi Ten,24480,0.02%,,,,
10000300168638,pulse care,24472,0.02%,,,,
10000300056585,angel medical company,24433,0.02%,,,,
10000300174057,BADR ALRYAN SPECIALITY CO LTD POLYCLINIC,24413,0.02%,,,,
10000300191879,Pharmacy Nahdi One Zero Three,24339,0.02%,,,,
10000300212071,The Eye Consultants Center,24269,0.02%,,,,
10000300055611,Gadaq medical clinic care,24181,0.02%,,,,
10000300191077,zamzam medical,24167,0.02%,,,,
10000300177134,HALA ESSA BINLADEN POLYCLINIC,24161,0.02%,,,,
10000300127998,Polyclinics Complex Ibrahim Saud Altayyar,24112,0.02%,,,,
10000300100920,Pharmacy Nahdi thirty four,24107,0.02%,,,,
10000300085873,MUGLA OPTICAL COMPANY ALRWDAH BARNCH,24065,0.02%,,,,
10000300168240,riadah polyclinic,24010,0.02%,,,,
10000300109517,hakeem oyoun massif,23934,0.02%,,,,
10000300242243,Pharmacy Nahdi One One  Eight,23689,0.02%,,,,
10000300140660,MADINA MEDICAL CENTER (2) - AL MADINAH,23599,0.02%,,,,
10000300161112,AL SAHER GENERAL MEDICAL COMPLEX,23586,0.02%,,,,
10000300042502,Faisal Polyclinic,23584,0.02%,,,,
10000300127329,ALSHEFAHOSPITAL,23521,0.02%,,,,
10000300031067,Pharmacy Nahdi Two Five Four,23473,0.02%,,,,
10000300125992,Magrabi Specialize medical complex,23406,0.02%,,,,
10000300203401,AL NOKHBAH INTERNATIONAL,23363,0.02%,,,,
10000300033881,stars smile for dental company,23313,0.02%,,,,
10000300089412,Al-Saif Medical Center/Dammam,23299,0.02%,,,,
10000300034574,Althukair Medical Center,23203,0.02%,,,,
10000300036587,AlFarabi Dental and Orthodontic  Complex,23172,0.02%,,,,
10000300200696,Dar Ram Dental and Dermatology Clinics Complex,23160,0.02%,,,,
10000300227905,Rafha Medical Complex,23150,0.02%,,,,
10000300287768,hayat clinics medical complex,23133,0.02%,,,,
10000300161054,Maghrabi Center in Medina,22887,0.02%,,,,
10000300148481,Pharmacy Nahdi Nine Six,22678,0.02%,,,,
10000300324967,Dr Soliman Fakeeh Medical Center Neom,22591,0.02%,,,,
10000000047702,Saudi Red Crescent Eastren Region Branch,22543,0.02%,,,,
10000300185996,AlAmal Modern Medical Poly Clinic,22474,0.02%,,,,
10000300101779,AlFarabi Dental and Dermatology Complex,22405,0.02%,,,,
10000300047154,Borg Salama,22395,0.02%,,,,
10000300057906,Albadr Polyclinic Second General,22378,0.02%,,,,
10000300132469,Pharmacy Nahdi Three Seven Nine,22301,0.02%,,,,
10000300103817,Al Dhafer General Medical Complex,22191,0.02%,,,,
10000300195201,Pharmacy Nahdi Six One,22182,0.02%,,,,
10000300286299,ALSHARAQ POLY CLINIC,22133,0.02%,,,,
10000300185897,Nibras Health Complex,22076,0.02%,,,,
10000300157490,Zahrat Al Rawdah Pharmacy ninety one,21995,0.02%,,,,
10000300204755,Experts Specialized Medical Center Company,21958,0.02%,,,,
10000300107297,SAFA ALOROBA MEEDICAL COMPLEX,21942,0.02%,,,,
10000300178819,olaya international polyclinic,21894,0.02%,,,,
10000300236997,Qassim Specialist Medical Center,21892,0.02%,,,,
10000300148598,Magrabi Dental,21831,0.02%,,,,
10000300086277,Dent Medical Polyclinic,21825,0.02%,,,,
10000300163944,Al-Farabi Dental and Orthodontic Complex - Madina,21806,0.02%,,,,
10000300304761,Al Nahdi Pharmacy one hundred and ninetyfive,21771,0.02%,,,,
10000300200399,Sultan Bin Abdulaziz Humanitarian City,21767,0.02%,,,,
10000300071212,AlDawaa Pharmacy Three hundred and sixteen,21723,0.02%,,,,
10000300097704,Alsaggaf Eye Center And  Day Surgery,21694,0.02%,,,,
10000300307483,Pharmacy Nahdi Eighty Seven,21684,0.02%,,,,
10000300198296,Nahj Medical Complex,21664,0.02%,,,,
10000300263397,MEDICAL WORLD MEDICAL clinics complex,21641,0.02%,,,,
